Guid,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,IsExcludedFromTerritory2Filter,SBQQ__Contracted__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,sbaa__ApprovalStatus__c,sbaa__ApprovalStep__c,sbaa__StepApproved__c,sbaa__SubmittedDate__c
dfc164fb-b91b-4642-9419-1c41c9e95eab,d6db3848-f2fc-4247-b9ac-e9a2962d4241,Talane - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-12-18,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7a68cd3e-190a-4064-b5fa-f489de37628a,0112b624-be48-4f3a-84c1-8dd28a471060,Asset based OP,#N/A,Id. Decision Makers,97.03,60.0,2024-10-04,#N/A,#N/A,#N/A,Pipeline,false,true,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
cf6a8c41-8266-4898-95e4-c3eb7d9c6f3b,ded771fd-df12-4b1f-aa24-e91f72ec7a2f,Oyoba - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0f7ce46a-a2c4-4e33-9acd-d91d64068f79,462d281f-9198-414b-8430-1055e02c44b3,Centimia - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e4c8c0d4-a605-4e42-8a97-c4f7a4ac46d1,38fa2251-59cf-43cd-926b-d81641f0879e,Dynabox - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
61d44d8e-d0f7-4542-93d3-38d9ea30b2c7,f3c01516-159d-4d52-bc6e-2264b3f7b210,Meeveo - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
be501f20-d69c-4888-befe-903ba8460ed5,75d7dcaa-fbdb-4a9d-8515-967db031aef8,Quimm - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a1326434-ddf6-4275-a474-45a0f4252020,faef6df6-598e-483f-9455-0add02416161,Tazzy - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6288df46-0e33-4d2e-aa97-a27c542b0d1c,0fd396e6-034e-49a2-a8c6-4558d43e287b,Kayveo - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-09-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8b38105f-a6b7-4f03-a240-0448445d2738,94ce57a6-fe21-4a95-b789-b9d144cf30eb,Omba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0eb0d6bc-5147-4af8-93be-0a189b8f1888,e9c913c0-23ac-42bc-b6f7-ed27e851adff,Blognation - SOW 1,#N/A,Proposal/Price Quote,69095.0,75.0,2024-11-30,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0bf9f4e7-5978-466d-871c-45fab30f8bce,21677dab-72e0-47cf-ac9a-49aa9b7e72db,Realfire - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
133fdff8-2dc2-44e9-bc02-b8d640f99ad0,763313cd-04d8-4c5e-bd53-1be616324f29,Wikizz - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-11-14,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d44a9fcc-ca57-4262-b145-ad86bb231d34,c459bf68-d54a-4ba9-a5ef-d871d7a2cb16,Kwimbee - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-18,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0343bbda-7434-412d-b655-f13f3ea8e173,6e974363-c737-4dce-ae6e-96f6039e3bc4,Realcube - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
cb9a371c-6eaa-4b25-a5ab-431419ebfa6b,21677dab-72e0-47cf-ac9a-49aa9b7e72db,Realfire - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
86bdeeba-ac53-49eb-b735-396fcffddd68,5dfde749-c4d8-4c22-85f1-3ad25e7bd300,Feedbug - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7b3006f8-2e29-4f42-a803-2009a3f235ae,d5d2c91c-6e2b-481a-abe5-9acf50c91a78,Edgeclub - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-09-18,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a41105d2-f5a7-4bd9-902b-2864bd9d755b,ae118f52-58c8-4d99-9c82-feae8041a5a7,Buzzbean - Upsell,#N/A,Needs Analysis,100082.0,20.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
759f0e19-3938-4a3b-b624-ce220a558ba1,7b0d6880-0960-49e6-9cda-ac5d33cfd8f6,Yozio - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3da28084-694d-47b6-b26f-3e6b4013c4a4,6510056e-5f1b-4a16-9d74-b6ea65178c1a,Browsetype - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f1db593d-0ea5-45e9-a8c6-fe4e2463ba46,75d7dcaa-fbdb-4a9d-8515-967db031aef8,Quimm - SOW 1,#N/A,Value Proposition,72395.0,50.0,2024-11-30,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
01560469-9cf2-4438-9d0a-a5a852e170ee,e6650dd8-2db0-440e-9f52-a7b70d1b467f,Myworks - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-04-17,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
55478a18-4dd8-4b5d-8191-74b8f298a907,546a569b-7290-4cb9-9786-9e7fc04428c1,Voolia - Additional Sale,#N/A,Id. Decision Makers,29995.0,60.0,2025-03-08,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
cf686397-4524-4f8e-a6a6-68cb4ba45086,fde26331-8b74-4767-8d9a-4c4d88e94994,Photofeed - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e4b50255-1da3-4367-b3a5-3d1237709680,30754683-6dc6-4c59-b0fd-6e79e1c66406,Gabcube - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-15,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7115500b-62b1-437b-901f-63394ce0c265,bbd81fa7-fc48-409d-bc64-1567232bcc52,Jetpulse - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4a4826f2-889c-4746-8c7d-27cf513030f0,088a0693-d66a-4c1a-9645-f7284634e283,Oozz - Additional Sale,#N/A,Id. Decision Makers,34995.0,60.0,2024-12-07,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
044c1034-0ffd-406f-99bb-f630145b1e45,bdf454da-9726-4d43-b155-5a83f7d1cdc1,Jazzy - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
cafc120c-6499-4cf0-b923-f820fd95d625,173b5cd5-304c-4f93-986e-d946d2ec1678,Eazzy - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-15,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
54b6029a-ace2-49e1-9384-07c42bab55c6,5a9fb3c5-1e28-4782-b6a2-712448e82e39,salesforce.com - 500 Widgets,Initial deal for 500 widgets. We expect follow-on business with a potential upside of 4000 additional widgets over the next 12 months.,Closed Won,50000.0,100.0,2022-03-05,Existing Business,Closed!,Advertisement,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0c27e550-74b1-4b9d-ae8d-fd1cea53ee11,7bec6c51-a0cd-4a3e-bdcf-b462c9e7f590,Skyvu - SOW 3,#N/A,Perception Analysis,72395.0,70.0,2024-11-30,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1169c647-8fb6-4da2-87a3-7cf17fb1a911,2c1f2cbd-df87-4847-9991-2a60478e7030,Mydo - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bc57b9d4-bc59-4795-9b6c-20ba98bf3566,eef5f492-0594-45c7-9331-4a3a24811e5f,Jaxworks - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-09-18,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5fbe81ca-4acd-4cd0-8b31-6ce23f572ba5,89e41d9c-0108-488c-aa05-d52c3122d247,Yakitrit-Germain Hospital - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-08-13,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5904a9dd-3507-4fb0-a257-f12ea41d5eae,0112b624-be48-4f3a-84c1-8dd28a471060,Bluejam - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2f61ef44-2437-48a9-a897-1560d4ee7a76,d9c5b673-a202-48d2-b2f3-1cf30bce90bd,Quinu - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-03-15,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
32e4d335-42be-428f-9801-c688d3fdf2e9,6beedf0c-be40-4822-b837-7b259b20986d,Noba - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-11-29,Existing Business,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
719de1b8-9412-46a8-bdce-f10197521f7a,33ce5032-15cd-418e-b601-f0905629ac6f,Trunyx - Initial Sale,#N/A,Prospecting,72395.0,10.0,2024-11-21,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
84383813-33ed-4cde-8694-9e1aa2fb585c,a854a3bc-85ff-4564-bc44-03d9c8f6c1e9,Jabberstorm - Initial Sale,#N/A,Prospecting,72395.0,10.0,2024-11-21,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ec62ba00-adf1-494e-9358-5549990d9516,a854a3bc-85ff-4564-bc44-03d9c8f6c1e9,Jabberstorm - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
53caab62-0ed5-4867-89f6-f0bc69318e56,1d3e42e2-e498-490d-9945-754002c92136,Quire - Initial Sale,#N/A,Prospecting,74395.0,10.0,2024-11-21,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b5a2a17e-5f57-4713-bba0-01ad1472cdbb,318d515b-f945-4b86-b58c-c2c893ecadd6,Roomm - Upsell,#N/A,Qualification,105120.0,10.0,2024-10-26,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7bff632e-d5a4-410f-98ce-4ea4c174a116,1bde338a-c609-48f4-833f-fa9e739e379a,Twitterwire - Upsell,#N/A,Qualification,99835.0,10.0,2024-11-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
46330155-85a8-4c8f-a449-8fc7643fdf1e,e857584d-6700-4655-9321-5320dac4779e,Podcat - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
41fd8bc1-21b7-46e3-b25b-fd16395c2305,b0b3fb8d-0b15-4127-98db-4175185c9226,Camimbo - Additional Sale,#N/A,Closed Won,34249.0,100.0,2024-12-16,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
de5670d4-97d7-4555-be5e-f8e77e9f43da,d0bd8b7a-cee5-4c36-814c-59fd0a4d1444,Kanoodle - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
97a6a86d-e3aa-47ac-a3e0-229d97045c2e,c459bf68-d54a-4ba9-a5ef-d871d7a2cb16,Kwimbee - Initial Sale,#N/A,Prospecting,74395.0,10.0,2024-11-21,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
38c6abf3-3097-4bec-9f07-96c2647d602b,d5d2c91c-6e2b-481a-abe5-9acf50c91a78,Edgeclub - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
66a837a3-5699-42d3-be36-518b974e94be,9fcaec29-788f-4ba9-930c-d179184e70e7,Gabtype - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1a0d99cd-bf52-4844-bbe3-e0b03441c3c5,16b48671-ca9c-42d6-b9f7-933ba0045a81,Aivee - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-12-18,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9485b3d4-c2fc-497b-b781-2396389c89c7,6510056e-5f1b-4a16-9d74-b6ea65178c1a,Browsetype - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
475987e9-2a96-43dd-b599-52d5bf62216a,3d66d56e-4a79-43d8-95bc-c9ac6a5a8b18,Gigaclub - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
918a8445-834c-4ee3-9321-100bf2dd04c3,d16c3a59-65b1-4db1-b633-edec592df1e1,Tazz - Initial Sale,#N/A,Prospecting,72395.0,10.0,2024-11-21,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6405d012-9eb7-490b-a7e0-ab605d89652e,27332136-46df-4e4e-83f1-63d0bd0dc11b,Thoughtmix - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6021a755-5725-4b1a-8392-9f2ad350543a,914763c8-c591-491b-8e34-5ad0261497cd,Edgepulse - Additional Sale,#N/A,Closed Won,72395.0,100.0,2023-05-19,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e72f6372-c23c-4806-8073-30e435e0831b,6ee9340e-3289-458c-b7e4-c571aba75b07,Zoovu - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
11395b7a-5bd1-4981-a996-690e1b0271f1,30754683-6dc6-4c59-b0fd-6e79e1c66406,Gabcube - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9d763116-3f82-4f69-9ade-3bd137e4b6ea,52f0db65-8b12-4d1d-b656-2c278e058dd6,Meevee - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
dec4826f-9adc-44a6-aa15-d7310925cf70,9322e0bf-5d1a-4df1-9fe0-318d92668892,Chatterpoint - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
dbb329ab-74b6-482f-85a7-29a5b172f04f,f4a72f6f-aaf8-40cd-a063-9af8c3a3c1e7,Browseblabc-Morales Corp. - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1ea30151-9c35-40ea-a982-9239dfe43f7a,a552778f-c094-46b7-b58b-eb72965528d3,Bubblemix - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-15,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
901fdbab-45df-47d3-aac1-70de2dc1c37c,21677dab-72e0-47cf-ac9a-49aa9b7e72db,Realfire - New Sale,#N/A,Qualification,#N/A,10.0,2024-12-14,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ac877b73-a65a-4367-905f-6e59637a9d2d,dba53373-e62f-40f5-a0b3-9a4f8dbcbc61,Yodel - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2024-10-15,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
dec972b2-7670-49e1-9521-3f23d7d3aaa6,fde26331-8b74-4767-8d9a-4c4d88e94994,Photofeed - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
36736740-7364-4193-9282-ebdcab6920af,414e0a99-a8d8-4f04-957f-ea01ea5fc9fa,Yamia - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a52175c5-0e86-4279-ac73-b0e5e338b33c,ca43295f-cc7e-4757-8200-d5dba936f099,Topicblabh-Sto Associates - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e136b6fd-962f-4e75-83c4-c085b72d48ed,07f76aee-df68-4f3c-a2d0-ce2aae77477b,Rhynyx - Additional Sale,#N/A,Negotiation/Review,34995.0,90.0,2024-11-03,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
825ddc36-6d7e-4bbd-b3a0-adf8304073ea,c33bba01-dbc3-4d88-8046-9e8d2757b342,Thoughtworks - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bf6b4ddf-efe5-49a2-858e-3d0029e5a9f4,914763c8-c591-491b-8e34-5ad0261497cd,Edgepulse - Additional Sale,#N/A,Qualification,72395.0,10.0,2024-08-15,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e4454590-3669-4b04-b60f-78caaad89611,07f76aee-df68-4f3c-a2d0-ce2aae77477b,Rhynyx - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
448b3cf8-80c0-40b2-b37a-a1df2249f17e,ce4a2d0f-655f-427c-8460-2c5c48aaf95c,Skimia - Additional Sale,#N/A,Proposal/Price Quote,34995.0,75.0,2024-07-23,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fb66ca7f-5265-4ebe-a806-d6a126ee6034,0fd396e6-034e-49a2-a8c6-4558d43e287b,Kayveo - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-03,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2da0822f-32a4-4bff-8a29-ba6a7eaa71d5,3d66d56e-4a79-43d8-95bc-c9ac6a5a8b18,Gigaclub - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1a37390c-0548-4e11-b91a-3595aa1f2475,002a2df7-3ba4-4af2-b2ec-83fe62db28d2,Oodoo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ddc08f37-aca6-4d2c-84ee-245c00285a14,7abdca92-5b14-4878-ab51-d256a80cc8b3,Skalith - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4c3dbe49-5aac-4cea-8cdb-29b466208b14,472afe3b-2f56-4263-b705-0163d079bb5c,Zoonoodle - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
250e51f1-eee7-44cf-8035-9eb8ab0c4f9e,e6650dd8-2db0-440e-9f52-a7b70d1b467f,Myworks - Additional Sale,#N/A,Id. Decision Makers,34995.0,60.0,2024-08-04,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
be52eba5-0185-4ae0-8c0d-6daabb22c6b1,c33bba01-dbc3-4d88-8046-9e8d2757b342,Thoughtworks - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4fe8faf4-c5ab-47f5-8b34-c4e1906802b6,4bec0d8e-73e3-48a8-90cf-6963f255af48,Tavu - Initial Sale,#N/A,Needs Analysis,75995.0,20.0,2024-11-21,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
efdb4ae2-0889-40a8-9bfa-70f73e969751,766d113f-41e9-402c-ae15-ec3539f5e349,Wordtune - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f1a51247-35d3-4555-a0e8-2b515b4f1dfb,d8e80726-d710-40c2-9d23-a718a94050eb,Pixoboo - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
152d717a-f079-41a7-ab6b-e49ccb2cdf71,4071d2e3-ad3e-4756-9bd0-e60ffb34b2fe,Jabbersphere - Additional Sale,#N/A,Qualification,34995.0,10.0,2024-11-30,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
583e06e5-d2f7-4a11-af2c-ba0531d42220,5bbc88d0-af95-4e21-8223-4d392643a459,Rhycero - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
cdeba114-03a6-442d-979d-4b5d3d3ae557,22d94d2f-b471-4858-8af1-676962d844dc,Oloo - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4816dec1-7150-435a-9a4c-f66df276d246,ec63cbeb-cc53-481e-a4d8-3a3d6b8dde1a,Twiyo - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-09-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5c5363fe-3982-4e9a-a4bc-0f276e03b555,ae118f52-58c8-4d99-9c82-feae8041a5a7,Buzzbean - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-15,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
68b69825-d7d3-47fd-8e1a-d3b4eadc52c2,d16c3a59-65b1-4db1-b633-edec592df1e1,Tazz - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
52d8e9e9-ec8e-4ace-8fd2-89aff4298684,4071d2e3-ad3e-4756-9bd0-e60ffb34b2fe,Jabbersphere - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
